,サウナ名,イキタイ,サ活,target,男サウナ,男水風呂,女サウナ,女水風呂,男ロウリュ,男オート,男セルフ,男外気浴,男休憩,男イオン,女ロウリュ,女オート,女セルフ,女外気浴,女休憩,女イオン
3871,千羽平ゴルフクラブ,0,1,対象：男女,94,18,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
3872,満ちてくる心の宿 吉夢,3,3,対象：男女,90,20,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
3873,竹の湯,11,8,対象：男女,108,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
3874,モンテインホテル,0,2,対象：男女,80,19,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
3875,ホテルふじ,1,1,対象：男女,92,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
3876,旭湯,7,9,対象：男女,45,-,41,-,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng
3877,桜湯,1,0,対象：男女,85,18,80,18,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
3878,国母温泉,0,1,対象：男女,-,-,80,27,ng,ng,ng,ng,ng,-,ng,ng,ng,ok,ng,-
3879,源湯,1,2,対象：男女,45,20,-,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
3880,浅草セントラルホテル,3,9,対象：男女,96,18,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
3881,笑がおの湯 松戸矢切店,18,32,対象：男女,90,18,-,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
3882,成弘湯,4,8,対象：男女,90,24,?,?,ng,ng,ng,ng,ok,-,-,-,-,-,-,-
3883,太子温泉,0,4,男性専用,86,15,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
3884,橋場温泉新はしばの湯,1,1,対象：男女,92,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
3885,サウナあど川,11,7,男性専用,96,13,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
3886,敦賀マンテンホテル駅前,0,0,対象：男女,89,16,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
3887,風呂楽,0,3,対象：男女,90,20,90,20,ng,ng,ng,ng,ng,ng,ng,ng,ng,ok,ok,ng
3888,川西町浴浴センターまどか,1,2,対象：男女,84,27,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
3889,RAKU SPA GARDEN 名古屋,22,73,対象：男女,90,16,90,15,ok,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
3890,ネオオリエンタルリゾート八ヶ岳高原,5,9,対象：男女,92,18,92,20,ng,ng,ng,ok,ok,-,ng,ng,ng,ok,ok,-
3891,厚木カプセルホテル,4,14,男性専用,104,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
3892,ドーミーイン・global cabin 浜松,3,14,対象：男女,95,20,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
3893,セントラルフィットネスクラブ千葉,0,0,対象：男女,96,26,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
3894,伊豆高原温泉ホテル 森の泉,1,0,対象：男女,82,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
3895,鶴亀湯,14,16,対象：男女,90,16,72,18.5,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
3896,やなぎ湯,23,60,対象：男女,88,25,90,17,ng,ok,ng,ok,ok,ng,ng,ok,ng,ok,ok,ng
3897,星音の湯,10,17,対象：男女,96,18,90,21,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
3898,東道後温泉 久米之癒,9,26,対象：男女,92,-,90,19,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
3899,旭湯,0,1,対象：男女,96,-,-,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
3900,はさみ温泉 湯治楼,3,12,対象：男女,?,?,82,15,-,-,-,-,-,ng,ng,ng,ok,ok,-,-
3901,大黒湯,6,37,対象：男女,45,22,-,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
3902,天然温泉 湯舞音 龍ヶ崎店,14,115,対象：男女,95,18,80,18,ok,ok,ng,ok,ok,ng,ok,ok,ng,ok,ok,ng
3903,スポーツクラブNAS新鎌ヶ谷,0,0,対象：男女,85,23,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
3904,龍の湯,0,4,対象：男女,90,25,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
3905,けんぽプラザ,7,0,対象：男女,95,-,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
3906,上越泉,20,24,対象：男女,99,21,85,20,ng,ng,ng,ok,ng,ok,ng,ng,ng,ok,ng,ok
3907,笑福の湯,9,11,対象：男女,90,17,?,?,ok,ng,ng,ok,ok,ng,-,-,-,-,-,-
3908,桔梗湯,3,2,対象：男女,95,17,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
3909,千石湯,7,17,対象：男女,88,20,90,18,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
3910,アクアリゾート清里 天女の湯,9,5,対象：男女,92,14,98,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
3911,ラウレアリゾート,2,23,対象：男女,80,18,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
3912,麻生の湯,2,20,対象：男女,88,24,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
3913,半田福祉ふれあいプール,0,1,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,ng,ng
3914,積善館,1,1,対象：男女,-,-,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
3915,高砂湯,2,11,対象：男女,90,-,70,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
3916,りんごのゆ 吹上店,3,2,対象：男女,84,18.2,76,18,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
3917,りんごのゆ 日計店,0,1,対象：男女,?,?,68,20,-,-,-,-,-,ng,ng,ng,ng,ok,ng,-
3918,長寿乃湯,0,0,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
3919,里山の湯,10,5,対象：男女,86,16,70,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
3920,飛鳥山温泉,11,7,対象：男女,83,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
3921,岩の湯,9,8,対象：男女,90,20,90,25,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
3922,天然温泉 南部の湯 ドーミーイン本八戸,1,8,対象：男女,100,17,92,18,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
3923,ホテルアンビエント蓼科,2,3,対象：男女,102,16,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
3924,柳湯,3,7,対象：男女,94,19.2,74,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
3925,壽浴場,20,36,対象：男女,90,16,90,17,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
3926,あさひ温泉,9,3,対象：男女,98,21,90,21,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
3927,十和田湖レークビューホテル,1,3,対象：男女,82,18,90,15,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
3928,露天風呂たこ湯,17,50,対象：男女,96,14,94,14,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
3929,延命湯,4,5,対象：男女,-,-,?,?,ng,ng,ng,ok,ng,-,-,-,-,-,-,-
3930,国民宿舎 松琴閣 クアパーク津田,0,1,対象：男女,94,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
3931,龍美温泉,1,1,対象：男女,84,19,?,?,ng,ng,ng,ng,ok,ok,-,-,-,-,-,-
3932,セントラルゴルフクラブNEWコース,0,1,男性専用,94,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
3933,東急スポーツオアシス本駒込店,4,2,対象：男女,90,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
3934,九頭竜温泉 平成の湯,0,3,対象：男女,92,13,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
3935,仁岸湯,17,19,対象：男女,104,23,95,23,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok
3936,アネックスロイヤルホテル,0,11,対象：男女,94,22,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
3937,ホテルサンシャイン,0,1,男性専用,80,23,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
3938,伊勢パールピアホテル,0,4,対象：男女,88,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
3939,扇屋旅館,0,0,男性専用,92,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
3940,洞爺サンパレス リゾート&スパ,11,3,対象：男女,86,17,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
3941,宝来湯,11,1,対象：男女,60,-,58,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
3942,親松の湯,2,19,対象：男女,90,17,90,23,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
3943,ホテル日生や,0,1,対象：男女,94,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
3944,別府温泉保養ランド,1,3,対象：男女,40,26,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
3945,相模浴場,4,9,対象：男女,98,16,?,?,ng,ng,ng,ng,ng,ok,-,-,-,-,-,-
3946,福島いこいの村なみえ,1,5,対象：男女,90,21,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
3947,まるは食堂旅館 うめ乃湯,0,2,対象：男女,-,-,85,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
3948,スポーツクラブ ルネサンス 海老名,1,0,対象：男女,88,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,ng
3949,デキマチ温泉,24,20,対象：男女,110,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
3950,中延記念湯,12,15,対象：男女,46,20,?,?,ng,ng,ng,ng,ng,ok,-,-,-,-,-,-
3951,セントラルウェルネスクラブトレッサ(大倉山),0,1,対象：男女,90,18,90,20,ng,ng,ng,ok,ng,-,ng,ng,ng,ng,ng,-
3952,ニューセントラルホテル,14,13,男性専用,92,18,?,?,ng,ng,ng,ng,ok,ok,-,-,-,-,-,-
3953,砂丘温泉ゆめろん,3,15,対象：男女,85,16,88,17,ok,ng,ng,ok,ok,ok,ok,ng,ng,ok,ok,ok
3954,大正湯,1,2,対象：男女,65,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
3955,ホテル江戸屋,3,1,対象：男女,88,22,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
3956,まごし温泉,7,57,対象：男女,90,21,92,21,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
3957,セントラルフィットネスクラブ溝ノ口,1,5,対象：男女,98,20,90,18,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
3958,ホテルオアシティ共和,2,4,対象：男女,92,26,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
3959,たから湯,3,1,対象：男女,85,20,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
3960,川辺K温泉,2,2,対象：男女,78,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
3961,ヘルシーパークかわかみ,1,2,対象：男女,91,20,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
3962,八尾温泉 喜多の湯,3,15,対象：男女,85,17,82,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
3963,【閉店】里塚温泉ゆとり,1,1,対象：男女,94,16,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
3964,中村温泉みやびの湯,1,3,対象：男女,80,23.5,?,?,ng,ng,ng,ng,ok,-,-,-,-,-,-,-
3965,ふれあいセンター わくわく川辺,0,2,対象：男女,-,-,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
3966,星野リゾート トマム 木林の湯,2,4,対象：男女,90,21,85,21,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
3967,由利の里交流センター ゆりえもん,1,1,対象：男女,80,22,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
3968,はーとぽーと大内 ぽぽろっこ,1,4,対象：男女,80,25,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
3969,下関ステーションホテル,2,11,男性専用,90,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
3970,ホテルナガノアベニュー,0,5,男性専用,98,24,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
3971,湯ートピア小中野,2,5,対象：男女,-,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
3972,くれたけインプレミアム静岡駅前,1,6,男性専用,85,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
3973,ホテル華乃湯,1,3,対象：男女,90,22,65,22,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
3974,いこい旅館,0,1,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,ng,ng
3975,双葉湯,2,2,対象：男女,98,-,105,16,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
3976,富士の湯,1,3,対象：男女,100,23,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
3977,アパホテル 高松空港,0,0,対象：男女,90,22,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
3978,さくら湯,0,1,対象：男女,90,-,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
3979,DGI-byen,0,0,対象：男女,85,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,ng
3980,洞爺 湖畔亭,2,2,対象：男女,90,12,-,-,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
3981,幸楽湯,1,5,対象：男女,112,-,90,-,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
3982,ヘルスよしの,30,12,対象：男女,94,26,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
3983,公園の湯,0,2,対象：男女,94,-,94,18,ng,ng,ng,ng,ng,ok,ng,ng,ng,ng,ok,ok
3984,のはら湯,0,6,対象：男女,-,-,-,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
3985,庄川清流温泉 越中庄川荘,0,0,対象：男女,88,22,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
3986,海辺の天然温泉 わたり温泉鳥の海,0,1,男性専用,86,-,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
3987,西武秩父駅前温泉 祭の湯,13,68,対象：男女,85,18,85,14,ng,ok,ng,ok,ok,ng,ng,ok,ng,ok,ok,ng
3988,美人の湯 かかみがはら,3,2,対象：男女,85,15,80,16.5,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
3989,天然温泉 ホテルパコ釧路,5,18,対象：男女,80,22,88,15,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
3990,天然温泉 本宮の湯,2,6,対象：男女,90,16.6,90,16.5,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
3991,富士の湯,3,2,対象：男女,50,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
3992,セントラルウェルネスクラブ慶應日吉,1,6,対象：男女,88,18,-,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
3993,鏡山温泉茶屋 美人の湯,0,1,対象：男女,86,22,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
3994,銭湯ヒメ,2,10,対象：男女,100,20,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
3995,カンデオホテルズ大阪なんば,0,1,対象：男女,90,17,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
3996,エクシブ湯河原離宮,1,2,対象：男女,90,18,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
3997,船沢温泉,0,2,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
3998,八戸シーガルビューホテル,0,1,対象：男女,95,21,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
3999,足利カントリークラブ多幸コース,0,0,対象：男女,90,17,?,?,ng,ng,ng,ng,ok,-,-,-,-,-,-,-
4000,後楽園スポーツクラブ,1,7,対象：男女,-,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
4001,スポーツクラブNAS高尾,0,54,対象：男女,90,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
4002,熱海後楽園ホテル,0,2,対象：男女,95,20,85,19,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ok,ng
4003,栃木天然温泉 いきいき夢ロマン,12,40,対象：男女,84,15,72,15,ng,ok,ng,ok,ok,ng,ng,ok,ng,ok,ok,ng
4004,晩成温泉,14,18,対象：男女,96,16,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
4005,カプセル&サウナ ノーブル,5,6,対象：男女,94,22,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
4006,宮崎リゾート温泉 たまゆらの湯,4,52,対象：男女,94,18,90,19,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
4007,柏倉温泉 太子館,4,1,対象：男女,100,-,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
4008,松葉湯,0,0,対象：男女,60,25,60,25,ng,ng,ng,ng,ng,-,ng,ng,ng,ng,ng,-
4009,曽木の滝温泉センター,0,11,対象：男女,84,23.5,80,23,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
4010,永楽湯,3,6,対象：男女,80,15,82,16,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ok,ng
4011,ファミリーアイランド さくらゆ,7,14,対象：男女,85,19,89,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
4012,ゴールドジム横浜馬車道,1,22,対象：男女,96,18.5,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
4013,温泉センター せせらぎの湯,1,3,対象：男女,90,18,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
4014,慈眼寺温泉,2,8,対象：男女,88,19,?,?,ng,ng,ng,ng,ok,ok,-,-,-,-,-,-
4015,つたの湯,2,6,対象：男女,92,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
4016,東急 ハーヴェストクラブ那須 温泉大浴場 白八汐,0,1,対象：男女,90,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
4017,小松湯,1,8,対象：男女,112,15,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
4018,ジェクサー・フィットネス&スパ大塚,3,66,対象：男女,90,20,-,-,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
4019,菊の湯,4,17,対象：男女,90,18,84,-,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng
4020,東京湾カントリークラブ【アコーディア・ゴルフ】,0,2,男性専用,95,26,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
4021,銀水湯,0,3,対象：男女,83,-,83,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
4022,望洋湯,0,2,対象：男女,-,-,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
4023,星の湯,0,1,対象：男女,85,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
4024,熊野倶楽部 湯浴みぼっこ,0,8,対象：男女,90,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
4025,ホテルモントレ京都 スパ トリニテ,0,2,対象：男女,90,17,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
4026,鶴の湯,0,1,対象：男女,98,-,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
4027,浅間湯,3,8,対象：男女,92,24,?,?,ng,ng,ng,ng,ng,ok,-,-,-,-,-,-
4028,剣淵温泉レークサイド桜岡,0,2,対象：男女,-,-,88,20,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok
4029,道の駅 おおとう桜街道 さくら館,2,2,対象：男女,85,18,68,19,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
4030,ふるさと交流館なつきの湯,2,2,対象：男女,50,15,96,15,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
4031,庄内温泉筑豊ハイツ,1,1,対象：男女,80,17,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
4032,丸駒温泉旅館,4,4,対象：男女,90,-,90,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
4033,ワイズキャビン横浜関内,18,109,男性専用,94,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
4034,春の湯 武佐店,0,1,対象：男女,60,18,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
4035,(有)春の湯 宮本店,1,1,対象：男女,-,-,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
4036,伊東園ホテル 熱海館,0,3,対象：男女,95,-,-,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
4037,古まき湯,0,1,対象：男女,-,-,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
4038,郷土の森総合体育館,5,2,対象：男女,90,-,?,?,ng,ng,ok,ng,ok,ng,-,-,-,-,-,-
4039,アスティルホテル新大阪,3,7,対象：男女,90,-,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
4040,スポーツプラザ小郡,0,1,男性専用,80,19,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
4041,ユートランド姫神,3,1,対象：男女,88,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
4042,比咩の湯,2,3,対象：男女,98,21,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
4043,黄金湯,1,1,対象：男女,100,21,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
4044,ホテル大佐渡,0,0,対象：男女,98,-,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
4045,ホテル万長,0,1,対象：男女,80,-,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
4046,スポーツクラブNAS西葛西,1,3,対象：男女,90,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
4047,福の湯ラドン温泉,1,3,対象：男女,90,-,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
4048,MARUMORI SAUNA,137,41,対象：男女,95,11,85,12,ng,ng,ok,ok,ok,ng,ng,ng,ng,ng,ng,ng
4049,ゴールドジム浦安千葉,0,11,対象：男女,?,?,90,-,-,-,-,-,-,ng,ng,ng,ng,ng,ng,-
4050,名古屋温泉,5,8,対象：男女,90,17,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
4051,フレックス・スポーツクラブ,0,0,対象：男女,85,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
4052,平和温泉,4,18,対象：男女,92,18,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
4053,山田温泉,3,2,対象：男女,95,17,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
4054,瀬戸乃湯,1,5,対象：男女,100,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
4055,永徳温泉,2,4,対象：男女,90,17,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
4056,よつや浴場,3,22,対象：男女,100,22,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
4057,丸瀬布温泉やまびこ,0,1,対象：男女,85,16,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
4058,ホテル モンテ エルマーナ仙台,2,0,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
4059,HOTEL ISOLA,0,0,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,ng,ng
4060,ちどり湯,1,2,対象：男女,80,16,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
4061,アパホテル〈横浜鶴見〉,1,1,男性専用,90,22,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
4062,妹背牛温泉ペペル,0,6,対象：男女,98,18,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
4063,日吉湯,10,32,対象：男女,106,25,100,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
4064,阿見ゴルフクラブ,0,1,対象：男女,-,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
4065,BIZCOURT CABINすすきの,0,7,男性専用,85,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
4066,ゼクシス上尾,0,9,対象：男女,86,18,88,18,ok,ng,ng,ok,ok,ng,ok,ng,ng,ok,ok,ng
4067,観音湯,0,1,対象：男女,70,-,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
4068,丁字湯,1,2,対象：男女,90,15,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
4069,スポーツクラブNAS北天神,0,0,対象：男女,88,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
4070,かんぽの宿 柳川,1,1,対象：男女,86,24.8,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
4071,土橋温泉,3,4,対象：男女,85,17,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
4072,旭湯,8,7,対象：男女,92,20,86,22,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ok,ng
4073,千成湯,4,6,対象：男女,85,16,90,12,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
4074,玉川キャンプ村,11,43,対象：男女,-,11.6,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
4075,ヘルシーランド福島,1,2,対象：男女,-,-,92,18,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ok
4076,水上温泉 みなかみホテルジュラク,1,2,対象：男女,90,-,90,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
4077,百目鬼温泉,7,13,対象：男女,70,-,80,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ng,ng
4078,曙湯,17,25,対象：男女,95,20,94,21,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
4079,モエレ天然温泉たまゆらの杜,3,13,対象：男女,90,20,85,19,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
4080,松の湯,32,36,対象：男女,52,12,48,25,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
4081,杉の湯,5,8,対象：男女,95,15,98,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
4082,呼続温泉,3,5,対象：男女,95,22,90,-,ng,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok
4083,大森湯,4,11,対象：男女,90,22,90,25,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ok,ng
4084,後楽温泉ほのかの湯,0,38,対象：男女,85,13,80,16,ng,ok,ng,ok,ok,ng,ng,ok,ng,ok,ng,ng
4085,功泉湯,0,4,対象：男女,85,28,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
4086,豆坂温泉三峰荘,0,9,対象：男女,89,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
