,サウナ名,イキタイ,サ活,target,男サウナ,男水風呂,女サウナ,女水風呂,男ロウリュ,男オート,男セルフ,男外気浴,男休憩,男イオン,女ロウリュ,女オート,女セルフ,女外気浴,女休憩,女イオン
2075,ニューウェルサンピア沼津,1,1,対象：男女,90,17,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2076,阿下喜温泉あじさいの里,0,3,対象：男女,90,15.7,88,15.3,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
2079,いずみの湯,3,8,男性専用,86,20,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
2080,湯河原温泉 ホテル「ニューウェルシティ湯河原」,8,5,対象：男女,83,20,82,19,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
2081,宮の湯,13,26,対象：男女,90,16.5,90,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2083,駿河の湯 坂口屋,3,3,対象：男女,84,17,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
2084,川澄湯,2,0,対象：男女,85,17,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2087,尾張温泉東海センター,3,2,対象：男女,110,27,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
2088,天然温泉ざぶ～ん,16,13,対象：男女,85,17,80,18,ok,ok,ng,ok,ok,ng,ng,ok,ng,ok,ok,ng
2090,天然温泉 富嶽の湯 ドーミーイン三島,0,3,対象：男女,90,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,ng
2091,天然温泉コロナの湯中川店,3,14,対象：男女,88,15.4,90,16.5,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2094,キャナル・リゾート,50,53,対象：男女,100,17,78,19,ok,ok,ng,ok,ok,ok,ok,ok,ng,ok,ok,ok
2096,ラビスタ伊豆山,0,2,男性専用,80,18,?,?,ng,ng,ok,ok,ng,ng,-,-,-,-,-,-
2097,和合温泉 湯楽,12,74,対象：男女,90,15,-,14.6,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
2100,鴨川グランドホテル,3,6,対象：男女,80,19,-,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2101,極楽湯 三島店,5,16,対象：男女,90,17.2,80,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2102,桜台温泉,3,2,対象：男女,90,17,?,?,ng,ng,ng,ng,ng,ok,-,-,-,-,-,-
2103,桃山の湯,3,7,対象：男女,95,17,82,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2105,季の邸 天然温泉鍋田川,2,4,対象：男女,92,16,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2107,熱海温泉さくらや旅館,0,2,対象：男女,85,20,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
2110,HOTEL MICURAS,4,5,対象：男女,84,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2113,星野リゾート リゾナーレ熱海,1,0,対象：男女,85,20,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
2114,里湯昔話雄山荘,0,0,男性専用,100,30,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
2115,ホテル大野屋,0,1,対象：男女,93,22,93,22,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
2118,天然温泉みどり楽の湯,5,8,対象：男女,86,16,70,15.5,ng,ok,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2122,スパリゾート雄琴 あがりゃんせ,30,136,対象：男女,93,15.3,82,15.3,ok,ng,ng,ok,ok,ng,ok,ng,ng,ok,ok,ng
2123,なばなの里,0,0,対象：男女,100,17,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2127,鳴海温泉,4,4,対象：男女,90,16,80,18,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng
2129,柴田温泉,3,5,対象：男女,108,17,90,17,ng,ng,ng,ok,ng,-,ng,ng,ng,ok,ng,-
2130,サウナ ジャンボ,13,37,男性専用,90,20,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
2132,三吉温泉,1,3,対象：男女,94,23,85,17,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ok
2133,豊田挙母温泉 おいでんの湯,3,34,対象：男女,98,16.4,80,17,ng,ok,ng,ok,ok,ng,ng,ok,ng,ok,ok,ng
2134,ほしの湯,2,11,対象：男女,80,18,80,-,ng,ok,ng,ok,ok,ng,ng,ok,ng,ng,ng,ng
2135,七里のわたしゆ,3,5,対象：男女,92,18,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
2140,ビジネスホテルビーエル桑名,0,0,男性専用,80,14,?,?,ng,ng,ng,ng,ok,-,-,-,-,-,-,-
2141,竹の湯,0,1,対象：男女,90,18,-,-,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ok,ng
2144,プラザホテル豊田 PLAZA HOTEL TOYOTA,5,8,男性専用,96,15,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
2147,加茂湯,6,8,対象：男女,50,18,-,-,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng
2153,蒲生野の湯,2,2,対象：男女,90,17,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2154,紫野温泉,4,4,対象：男女,98,19,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2155,鴨川湯,2,3,対象：男女,90,17,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2157,天然温泉 かきつばた,8,24,対象：男女,90,16.6,76,17,ok,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
2158,栄盛湯,0,1,対象：男女,100,18,-,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
2161,有松温泉 喜多の湯,7,220,対象：男女,90,16,80,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2163,金閣寺湯,12,7,対象：男女,110,18,80,12,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ok,ng
2165,船岡温泉,21,24,対象：男女,94,16,75,19,ng,ng,ng,ok,ng,-,ng,ng,ng,ok,ng,-
2168,ホテルサンバレー 伊豆長岡,0,2,対象：男女,80,20,85,21,ng,ng,ng,ng,ng,ng,ng,ng,ng,ok,ok,ng
2174,御三軒湯,3,3,対象：男女,120,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2175,あさひの湯,11,36,対象：男女,92,13,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
2176,東山湯温泉,1,5,対象：男女,100,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2179,ニュー八景園,3,9,男性専用,75,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2181,春日湯,2,0,対象：男女,108,18,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
2182,衣笠温泉,10,10,対象：男女,100,18,92,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2183,山城温泉,69,40,対象：男女,110,10,106,8,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2184,桑名湾岸天然温泉 元気村,1,1,対象：男女,88,20,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
2188,平安湯,3,9,対象：男女,102,17,-,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
2189,栄湯,1,2,対象：男女,90,18,-,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
2190,松葉湯,7,5,対象：男女,98,16.1,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
2191,笠の湯,1,8,対象：男女,110,21.8,104,-,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
2192,桜湯,4,10,対象：男女,66,19,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2195,桜湯,3,3,対象：男女,100,16,-,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
2197,寿湯,1,2,対象：-,90,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2199,井筒湯,0,1,対象：男女,118,20,-,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
2201,オテル・ド・マロニエ湯の山温泉,1,2,対象：男女,90,19,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
2203,さがの温泉 天山の湯,27,23,対象：男女,72,18,75,17,ok,ok,ng,ok,ok,ng,ok,ok,ng,ok,ok,ng
2204,花の湯,4,3,対象：男女,100,19,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2206,湖國十二坊の森十二坊温泉ゆらら,3,3,対象：男女,92,14,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2207,初音湯,1,8,対象：男女,96,21,?,?,ng,ng,ng,ng,ng,ok,-,-,-,-,-,-
2209,玉の湯,4,30,対象：男女,104,20,105,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
2210,風風の湯,3,7,対象：男女,92,20,90,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2211,長池湯,0,2,対象：男女,85,22,86,-,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng
2215,トロン温泉 稲荷,0,5,対象：男女,100,17,95,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
2218,新シ湯,3,48,対象：男女,88,19,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
2219,神楽湯,0,1,男性専用,88,18,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
2220,五色湯,3,11,対象：男女,90,18,?,?,ng,ng,ng,ng,ok,-,-,-,-,-,-,-
2221,あおい温泉 草薙の湯,9,15,対象：男女,86,19,?,?,ok,ng,ng,ok,ok,ng,-,-,-,-,-,-
2222,錦生湯,1,2,対象：男女,92,22,-,17,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
2223,梅の宮湯,0,1,対象：男女,95,19,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2224,サウナ&カプセルホテル ルーマプラザ,175,362,男性専用,82,17,70,20,ok,ok,ng,ok,ok,ok,-,-,-,-,-,-
2230,白山湯高辻店,160,215,対象：男女,113,18,101,-,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ng,ok
2233,大黒湯,3,7,対象：男女,122,19,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2234,旭湯,0,6,対象：男女,102,17,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
2236,白山湯六条店,39,48,対象：男女,108,18,108,16,ng,ng,ng,ng,ok,ok,ng,ng,ng,ok,ok,ok
2237,サウナの梅湯,149,234,対象：男女,106,17,108,18,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
2238,名倉湯,2,5,対象：男女,120,19,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2239,リゾートセンター みのり,0,1,対象：男女,98,19,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
2242,おふろcafe bijinyu,12,22,対象：男女,82,18,83,20,ng,ng,ng,ng,ok,-,ng,ng,ng,ng,ng,-
2243,天然温泉 天翔の湯,10,5,対象：男女,100,18,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
2244,(株)時之栖 百笑の湯,2,2,対象：男女,94,22,80,22,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
2245,京極湯,2,4,対象：男女,80,18,80,18,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
2246,福井湯,1,11,対象：男女,96,17,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2247,天然温泉花蛍の湯ドーミーインPREMIUM京都駅前,4,14,対象：男女,97,16,95,15,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2248,おふろcafé湯守座,20,42,対象：男女,92,18.5,90,18,ok,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2250,みどり湯,1,0,男性専用,128,19,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
2251,天然温泉 ユーユー・カイカン,4,10,対象：男女,90,18,90,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2253,伊東マリンタウンシーサイドスパ,3,5,対象：男女,90,18,100,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ng,ng
2254,柚木の郷,18,41,対象：男女,75,16,72,16,ok,ng,ng,ok,ok,ng,ok,ng,ng,ok,ok,ng
2255,春日湯,0,1,対象：男女,92,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2256,南総城山温泉 里見の湯,10,26,対象：男女,86,17,80,17,ok,ng,ng,ok,ok,ng,ok,ng,ng,ok,ok,ng
2257,洛陽湯,1,3,男性専用,82,22,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2262,松湯,0,1,対象：男女,110,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2268,ドーミーインEXPRESS三河安城,2,9,対象：男女,92,17,90,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ok,ng
2270,桜湯サウナ,24,15,男性専用,98,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2271,東急スポーツオアシス 桂川店,0,0,対象：男女,90,19,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2272,ホテル京都エミナース,0,1,対象：男女,86,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,ng
2273,伏見温泉,0,1,対象：-,92,19,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2275,川根温泉ホテル,0,6,対象：男女,86,18,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
2276,天下泰平の湯すんぷ夢ひろば - 大江戸温泉物語,2,3,対象：男女,82,17,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
2277,伏見力の湯,2,11,対象：男女,90,17,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2279,天然温泉コロナの湯 安城店,10,45,対象：男女,90,17.2,90,17.7,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2281,軍人湯,0,2,対象：男女,120,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2289,天然温泉ジャブ,1,4,対象：男女,88,22,83,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2291,川奈ホテル,0,1,対象：男女,80,20,80,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2292,スーパー銭湯 葵湯,4,13,対象：男女,90,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2293,鞍馬湯,10,8,対象：男女,78,19,-,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
2294,呉竹湯,1,3,対象：男女,92,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2298,ホテルグリーンプラザ東条湖,0,1,対象：男女,90,18,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
2301,亀崎の湯,0,5,対象：男女,100,25,90,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2305,姫路市はやしだ交流センター ゆたりん,1,2,対象：男女,90,17,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2306,ごんぎつねの湯,4,7,対象：男女,92,17,92,16,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
2310,奥の湯,1,2,対象：男女,100,19,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2320,鈴鹿さつき温泉,1,2,対象：男女,86,22,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2321,常滑温泉 マーゴの湯,16,180,対象：男女,86,18,82,16,ok,ng,ng,ok,ok,ok,ok,ng,ng,ok,ok,ok
2324,ホテルアンビア松風閣,0,0,男性専用,94,18,?,?,ng,ng,ng,ok,ng,-,-,-,-,-,-,-
2325,焼津グランドホテル,3,2,対象：男女,90,20,90,16,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2326,天然温泉 石道,1,1,対象：男女,85,21,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
2327,ひらの湯,2,1,対象：男女,88,21,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
2332,天然温泉ロックの湯,0,1,対象：男女,88,21,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2333,大久保湯,0,3,対象：男女,100,20,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
2334,田代の郷温泉 伊太和里の湯,1,4,対象：男女,90,20,82,-,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
2335,美人湯 祥風苑,7,10,対象：男女,89,17,87,-,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
2336,エキチカ温泉 くろしお,4,19,対象：男女,85,25,85,25,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
2339,癒しの里 小京都の湯,15,18,対象：男女,85,17,90,17,ok,ok,ng,ok,ok,ok,ok,ng,ng,ok,ok,ok
2341,たけべ八幡温泉,0,0,対象：男女,100,25,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
2343,展望風呂『風(フー)の湯』,7,23,対象：男女,90,18.2,88,18.2,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2344,大阪の温泉旅館 伏尾温泉 不死王閣,1,4,男性専用,90,20,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
2345,湯あそびひろば 6・3の湯,13,80,対象：男女,90,15,84,16,ok,ok,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2347,梅湯,1,1,対象：男女,108,16,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2348,笑福の湯,10,22,対象：男女,90,17.5,90,17,ok,ng,ng,ok,ok,ng,ok,ng,ng,ok,ok,ng
2350,高槻新温泉,1,3,対象：男女,60,17,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2351,錦温泉,2,8,対象：男女,90,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2352,北神戸ぽかぽか温泉,1,3,対象：男女,80,18,82,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2354,天然温泉クア・ガーデン,0,1,対象：男女,85,22,85,22,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2356,バーデハウス大沢温泉,2,3,対象：男女,92,17,90,17,ng,ng,ng,ng,ng,ng,ng,ng,ng,ok,ok,ng
2358,湯ったりハウス,0,11,対象：男女,90,17,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2359,大江戸温泉物語 箕面観光ホテル 箕面温泉スパーガーデン,2,4,対象：男女,90,20,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
2362,上方温泉一休京都本館,2,8,対象：男女,89,22,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
2366,五月湯,0,4,対象：男女,90,20,?,?,ng,ng,ng,ng,ok,ok,-,-,-,-,-,-
2367,天然温泉白鷺の湯ドーミーイン姫路,3,9,対象：男女,92,17,90,16,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
2368,森の湯,5,7,対象：男女,96,18,95,18,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
2370,城南温泉,3,6,対象：男女,96,15,?,?,ng,ng,ng,ng,ok,ok,-,-,-,-,-,-
2373,宝乃湯,4,18,対象：男女,75,16.9,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2377,ホテル竹島,1,1,対象：男女,98,20,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
2379,和気鵜飼谷温泉,0,0,対象：男女,100,18,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
2380,国民宿舎 奥浜名湖,1,2,男性専用,90,23,80,22,ng,ng,ng,ng,ok,-,ng,ng,ng,ng,ng,-
2381,蒲郡温泉 がまの湯,1,17,対象：男女,90,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2384,ホテル明山荘,1,2,対象：男女,96,18,?,?,ng,ng,ng,ok,ng,ok,-,-,-,-,-,-
2386,共栄温泉,0,2,対象：男女,80,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2387,スパバレイ枚方南,0,2,対象：男女,85,17.5,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
2388,道の駅(海の駅) あいおい白龍城,1,1,対象：男女,86,18,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
2389,スーパー銭湯花の湯飾磨店,1,3,対象：男女,80,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2390,コロナの湯 豊川店,2,8,女性専用,98,15,87,15,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ng,ng
2392,有馬グランドホテル ゆらり,0,1,対象：男女,84,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2393,歴史探訪 有馬温泉 太閤の湯,3,9,対象：男女,83,20,80,18.5,ng,ok,ng,ok,ok,ng,ng,ok,ng,ok,ok,ng
2399,天然温泉湯庵,2,11,対象：男女,96,19,90,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2401,鹿之子温泉からとの湯,0,11,対象：男女,92,20,90,19,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2405,KONAMI 香里園,0,0,対象：-,90,17,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2407,島ヶ原温泉やぶっちゃ,0,1,対象：男女,82,19,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2410,ドーミーインEXPRESS掛川,2,2,対象：男女,92,16,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
2414,浜の湯,0,0,対象：男女,92,20,102,20,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
2416,ホテル東海園,1,1,対象：男女,106,21,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
2418,極楽湯 津店,2,96,対象：男女,90,17,88,15.4,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2423,遊湯の里,7,50,対象：男女,90,16,95,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2424,千代の湯,1,1,対象：男女,93,19,?,?,ok,ng,ng,ng,ng,ng,-,-,-,-,-,-
2425,福助温泉,3,3,対象：男女,92,15,-,17,ng,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok
2428,木津川市共同浴場やすらぎの湯,0,1,対象：男女,112,17,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2430,岡山空港温泉レスパール藤ヶ鳴,0,6,対象：男女,90,20,65,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2432,踊り子温泉会館,0,2,対象：男女,95,20,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
2436,ヒルホテル サンピア伊賀 芭蕉の湯,4,21,対象：男女,88,15,50,15,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
2437,愛らんどセンター御神火温泉,8,7,対象：男女,90,18,90,-,ng,ng,ng,ng,ok,-,ng,ng,ng,ng,ok,-
2438,癒しの里 伊賀の湯,3,68,対象：男女,90,18,86,18,ng,ok,ng,ok,ok,ng,ng,ok,ng,ok,ok,ng
2441,たかみや湯の森,2,3,対象：男女,91,19,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2442,天然温泉 満月,20,67,対象：男女,89,16,92,15,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2443,三宝湯,1,1,対象：男女,110,16,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
2447,日の本湯,2,7,対象：男女,80,19,80,19,ng,ng,ng,ok,ng,ok,ng,ng,ng,ok,ng,ok
2450,大一温泉,0,1,男性専用,80,17,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
2451,夢の公衆浴場 五色,35,157,対象：男女,98,15,96,15,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
2452,畷の里温泉,2,5,対象：男女,90,19.5,86,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2453,みやの湯,0,3,男性専用,90,16,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2454,新庄温泉,0,5,対象：-,88,18,80,20,ng,ng,ng,ng,ng,ok,ng,ng,ng,ok,ng,ok
2457,皆様温泉,1,1,対象：男女,90,15,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2458,芦乃湯会館,1,11,対象：男女,110,18,-,18,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
2459,双葉温泉,3,10,対象：男女,82,19,-,-,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng,ng
2460,サウナピア,50,86,男性専用,105,16,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2461,淀川温泉,1,2,対象：男女,94,16,?,?,ng,ng,ng,ng,ng,ok,-,-,-,-,-,-
2464,常盤温泉,1,3,男性専用,85,17,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2473,桃太郎温泉一湯館,1,3,対象：男女,90,22,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
2474,浜松温泉 喜多の湯,3,58,対象：男女,86,16.4,-,16,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2476,さがら子生れ温泉会館,7,32,対象：男女,90,20,90,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2479,七松温泉,0,0,対象：男女,90,18,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
2482,天然温泉けやきの湯ドーミーイン津,1,2,男性専用,93,16,?,?,ng,ng,ng,ng,ok,-,-,-,-,-,-,-
2484,和合の湯,12,103,対象：男女,90,17,90,16,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
2485,ひなたの湯,32,39,対象：男女,84,17,85,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2488,湯あそびひろば森温泉,6,36,対象：男女,80,16.9,90,17,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
2489,浜田温泉 甲子園旭泉の湯,3,8,対象：男女,83,18,75,19,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
2493,絶景露天風呂の宿 銀波荘,0,1,対象：男女,78,22,?,?,ng,ok,ng,ok,ok,ng,-,-,-,-,-,-
2498,湯あそびひろば 3・8ハウス 尼崎中央温泉,1,0,対象：男女,75,20,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
2502,コナミスポーツクラブ本山南,0,1,対象：男女,92,20,?,?,ng,ng,ng,ok,ng,-,-,-,-,-,-,-
2509,湯快のゆ 門真店,3,16,対象：男女,90,17.5,95,17,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ok,ng
2510,ゆららの湯 押熊店,1,6,対象：男女,90,17,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
2512,ゆ～もあらんど福栄,4,3,対象：男女,92,18,92,18,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
2513,八丁温泉,1,1,男性専用,90,17,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2514,おとめ塚温泉,4,10,対象：男女,92,17.3,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
